epoch,acc,loss,val_acc,val_loss
0,0.10862866044044495,2.957711935043335,0.0546875,2703.4697265625
1,0.11286594718694687,2.813005208969116,0.046875,401.4770812988281
2,0.12288135290145874,2.8145692348480225,0.0546875,2671.3857421875
3,0.15215715765953064,2.6665444374084473,0.08281250298023224,5.210809707641602
4,0.1640986204147339,2.595176935195923,0.05781250074505806,786.7295532226562
5,0.18143297731876373,2.511244535446167,0.08281250298023224,3.116812229156494
6,0.17873652279376984,2.494489908218384,0.09218750149011612,12.539684295654297
7,0.19915254414081573,2.4303157329559326,0.12812499701976776,3.2946560382843018
8,0.19799691438674927,2.410910129547119,0.08281250298023224,66.88079833984375
9,0.2022342085838318,2.398536205291748,0.15625,2.7222018241882324
10,0.21764253079891205,2.34242582321167,0.16562500596046448,13.770821571350098
11,0.22650231420993805,2.321767807006836,0.11249999701976776,3.2404346466064453
12,0.23459167778491974,2.2887415885925293,0.08124999701976776,12.735726356506348
13,0.2561633288860321,2.182636022567749,0.06093750149011612,18.423032760620117
14,0.2773497700691223,2.1561686992645264,0.16249999403953552,3.8071506023406982
15,0.28852081298828125,2.0908539295196533,0.15000000596046448,7.353558540344238
16,0.3004622459411621,2.085623025894165,0.21250000596046448,2.544145345687866
17,0.3058551549911499,2.0692481994628906,0.2578125,2.3337228298187256
18,0.30546995997428894,2.095752477645874,0.15625,8.767281532287598
19,0.329738050699234,2.024521589279175,0.27031248807907104,2.270847797393799
20,0.33397534489631653,1.9921696186065674,0.3031249940395355,2.0759623050689697
21,0.34437596797943115,1.9489692449569702,0.1796875,3.075526714324951
22,0.3609399199485779,1.9201242923736572,0.3031249940395355,2.186631917953491
23,0.36132511496543884,1.857239007949829,0.21875,2.9993984699249268
24,0.38097071647644043,1.855188250541687,0.32499998807907104,2.325866222381592
25,0.38289675116539,1.7916065454483032,0.23749999701976776,4.080921173095703
26,0.4033128023147583,1.750038981437683,0.16562500596046448,5.319974899291992
27,0.3929121792316437,1.7602417469024658,0.19687500596046448,2.8290247917175293
28,0.42758089303970337,1.7074719667434692,0.17499999701976776,5.437112331390381
29,0.41602465510368347,1.7177704572677612,0.17343750596046448,24.750526428222656
30,0.42873650789260864,1.6851043701171875,0.25,2.9453601837158203
31,0.4318181872367859,1.6688106060028076,0.32499998807907104,5.447400093078613
32,0.4395223557949066,1.701467514038086,0.2109375,3.267138957977295
33,0.4460708796977997,1.6643952131271362,0.23749999701976776,3.022850513458252
34,0.4603235721588135,1.5629807710647583,0.3687500059604645,1.7971066236495972
35,0.44799691438674927,1.6867023706436157,0.2671875059604645,2.9380853176116943
36,0.47573190927505493,1.5459460020065308,0.3843750059604645,1.8038268089294434
37,0.4795839786529541,1.5685549974441528,0.31718748807907104,2.2188236713409424
38,0.4892141819000244,1.506711721420288,0.3531250059604645,2.161710500717163
39,0.5,1.50844144821167,0.4140625,1.741025447845459
40,0.49691835045814514,1.5291112661361694,0.34843748807907104,2.069403648376465
41,0.509244978427887,1.4486362934112549,0.17812499403953552,3.8595898151397705
42,0.4830508530139923,1.5852819681167603,0.12187500298023224,16.848453521728516
43,0.44992294907569885,1.7251248359680176,0.13906249403953552,11.026283264160156
44,0.4922958314418793,1.518418788909912,0.26875001192092896,22.191810607910156
45,0.5123266577720642,1.4635822772979736,0.3968749940395355,2.0486326217651367
46,0.5331279039382935,1.408551812171936,0.3499999940395355,37.882503509521484
47,0.5312018394470215,1.3856890201568604,0.4234375059604645,2.2151503562927246
48,0.5462249517440796,1.3527120351791382,0.503125011920929,1.5079225301742554
49,0.5639445185661316,1.310439944267273,0.33281248807907104,2.935981273651123
