epoch,acc,loss,val_acc,val_loss
0,0.04468413069844246,3.0858592987060547,0.05312500149011612,5.097431659698486
1,0.06625577807426453,2.9537229537963867,0.06093750149011612,2.9371540546417236
2,0.07280431687831879,2.9238338470458984,0.0546875,1557.51220703125
3,0.09553159028291702,2.858459711074829,0.11406250298023224,2.759615421295166
4,0.10978428274393082,2.74163556098938,0.08749999850988388,2.8518080711364746
5,0.15408320724964142,2.558366537094116,0.11562500149011612,4.679860591888428
6,0.1764252632856369,2.3952767848968506,0.109375,3.3143887519836426
7,0.20377503335475922,2.342083215713501,0.16562500596046448,3.004239797592163
8,0.2446070909500122,2.2150070667266846,0.17031249403953552,2.9901280403137207
9,0.26656395196914673,2.1282618045806885,0.23281249403953552,2.363755226135254
10,0.276579350233078,2.1256775856018066,0.17812499403953552,2.97868013381958
11,0.3235747218132019,2.0195236206054688,0.08124999701976776,9.264912605285645
12,0.31355932354927063,1.9842959642410278,0.26249998807907104,2.4273757934570312
13,0.34514638781547546,1.9081567525863647,0.30937498807907104,2.21555757522583
14,0.37711864709854126,1.8204107284545898,0.26249998807907104,2.787322759628296
15,0.37288135290145874,1.7972568273544312,0.2750000059604645,2.6376664638519287
16,0.3944530189037323,1.762489914894104,0.3140625059604645,2.3523080348968506
17,0.3963790535926819,1.7379686832427979,0.2750000059604645,2.5911526679992676
18,0.4129429757595062,1.694024920463562,0.3343749940395355,1.882440447807312
19,0.4175654947757721,1.690425992012024,0.3031249940395355,2.3623690605163574
20,0.42604005336761475,1.5966006517410278,0.25312501192092896,2.842900514602661
21,0.4583975374698639,1.5582472085952759,0.296875,2.1705408096313477
22,0.43412941694259644,1.578643560409546,0.2796874940395355,2.292245626449585
23,0.46841293573379517,1.5304436683654785,0.39375001192092896,1.803315281867981
24,0.47727271914482117,1.5256816148757935,0.3218750059604645,2.4876723289489746
25,0.47650229930877686,1.542989730834961,0.3421874940395355,2.9532058238983154
26,0.4892141819000244,1.4710851907730103,0.40625,1.7390305995941162
27,0.49075502157211304,1.5132299661636353,0.37968748807907104,1.961350440979004
28,0.5273497700691223,1.3922988176345825,0.3812499940395355,1.9565198421478271
29,0.5423728823661804,1.3384015560150146,0.3734374940395355,1.91291081905365
30,0.4919106364250183,1.5326638221740723,0.21875,26.74863052368164
31,0.5219568610191345,1.4135282039642334,0.2796874940395355,3.551546812057495
32,0.5423728823661804,1.3488699197769165,0.42500001192092896,1.6726083755493164
33,0.5496918559074402,1.321491003036499,0.3140625059604645,2.1737780570983887
34,0.5751155614852905,1.2525850534439087,0.3578124940395355,2.4810526371002197
35,0.5577812194824219,1.2830227613449097,0.5562499761581421,1.295775055885315
36,0.5789676308631897,1.2460596561431885,0.30781251192092896,2.8285038471221924
37,0.58859783411026,1.1717506647109985,0.4703125059604645,1.4869086742401123
38,0.6120955348014832,1.1401475667953491,0.4828124940395355,1.6531789302825928
39,0.5396764278411865,1.3529175519943237,0.3203125,5.334359169006348
40,0.5897534489631653,1.2132166624069214,0.44218748807907104,1.8245915174484253
41,0.5874422192573547,1.229000449180603,0.45781248807907104,1.5821102857589722
42,0.606317400932312,1.185265064239502,0.43281251192092896,1.969227910041809
43,0.6136363744735718,1.1397714614868164,0.510937511920929,1.4354994297027588
44,0.6382896900177002,1.1100614070892334,0.36250001192092896,1.948291540145874
45,0.6448382139205933,1.0941839218139648,0.42656248807907104,2.321453809738159
46,0.6402156949043274,1.0846997499465942,0.520312488079071,1.5255542993545532
47,0.6556240320205688,1.0456901788711548,0.5765625238418579,1.2242186069488525
48,0.6590909361839294,1.001725673675537,0.542187511920929,1.4935190677642822
49,0.6710323691368103,0.9744856357574463,0.5406249761581421,1.3525974750518799
